name,city,stars,text,sentiment_score
Embassy Suites by Hilton New Orleans,New Orleans,1.0,I don't even know where to begin. Reserved the presidential suite got there and the said room is out of Order and the hotel is booked full ( really rude girl on second shift) get back from dinner and go into this now really tiny old smelling room pull back the blanket on the bed and it is soaking wet. Nice guy on 3rd shift moved us to another room ( funny thought y'all were full) charged 44 dollars for valet parking but ended up parking our selfs because there was only one guy. We also watched him run a red like and cut off a car one night while we were on our balcony. Would not recommend this hotel and the pictures of it online are definitely out dated,0.08333333333333333
JW Marriott New Orleans,New Orleans,1.0,"To start; I travel approx. 110 nights per year between Marriott and Hilton brands.  I have long had a slight preference for Marriott as I do believe their consistency is typically better overall.

For this trip to NO it was a personal trip, in which I booked an upgraded room as I wanted the trip to be more enjoyable, comfortable etc.  Additionally I was traveling with friends so having a larger suite was just easier.  

So let's get into the good.  Suite was wonderful once we finally got into it.  The bell staff, specifically Tim was very attentive + friendly, getting the car in/out of the valet was easy.  Lobby bar is great.

On the flip side..... The other staff at this hotel may be the WORST I have experienced in 20+ years of heavy travel.  Upon arrival, which was fairly early in the day - I received a rather unenthusiastic and annoyed welcome from Brennan.  The room was not ready yet (which at 1030AM I expected), however when I inquired and made request to check in around 3 she was not helpful at all.  At that point we moved on with our day.   

After an enjoyable Saints win vs. the Bucs I returned to the hotel to attempt to check-in, shower and relax for a few after a day of travel & football.  At that point I was dealing with Ashlee, who was absolutely & unequivocally the rudest individual I have ever made an attempt to work with at a hotel property.  She could not answer simple questions, rolled her eyes at me on more than one occasion and could not even carry a conversation allowing me to explore alternatives to my potential stay.  At that point I asked to speak to the manager, Ashlee walked away w/o saying anything to me & returned approx. 7 minutes later with the same answer; your room isn't ready.   

As a mid-higher level ranking status w/Marriott (50+ nights so far in 19') I inquired if I had any benefits to my status.  At that point I was asked to hold on while Ashlee disappeared to the back again for approx. 5 minutes.  Once again returning with little to no satisfaction to my liking.  She could not even get close to answering when the room would be ready.  Mind you I prepaid a large sum the day of booking, had asked Brennan to check in around 3 & Ashlee failed to provide any details; nor did the manager ""Mike"" ever make an appearance or try to help.

The room was finally ready about 615PM that evening.  I received no call, visit from the manager or a simple ""We are sorry for any inconvenience"" or an acknowledgement as to the fact they were extremely late getting our room cleaned and ready.  No one was friendly to me upon our return for check-in.

Room Service:  Ordered simple beverages, took nearly and hour to arrive.  Hit with 22% service charge to bring beverages to the room.  

Check-out:  Had the pleasure of the infamous Brennan at checkout the next day.  Once again, very rude greeting - no eye contact, could not answer virtually any questions I asked.  And no offer to discount or acknowledge the previous days events as being an oversight on their part.

Based on this experience alone, I will not stay at this property upon any trip to NO again.   They are completely incapable of assistance, they are in no hurry to do anything for a paying customer & they certainly have the worst attitude I have ever experienced.  

Wake up JW - YOU ARE IN THE SERVICE BUSINESS!!!!

My advice: Stay at the W a few blocks away.  Rooms are amazing, staff is incredible and their on-site restaurant is amazing!  I recently stayed at that property for multiple nights and they provide WORLD CLASS service.  A+

JW = D- grade.",0.14609340659340658
"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,4.0,"I like the Logan and we had a good stay for one evening.   Only issue with the property is the furniture in the common areas is a bit abused and in some cases, dirty.   The service, location and amenities of this property are excellent.",0.16
New Orleans Marriott,New Orleans,2.0,"Front desk manager, Daniel Shaw, is horrible he is by far the least courteous and most disrespectful person I've ever come in contact with! I Explained to him I lost a voucher I was given as courtesy by a friendly front desk personnel the night before. Daniel Shaw had the audacity to question my integrity, claiming that I had already redeemed it, even though it was my first morning at the hotel. Daniel Shaw completely lacks social tact! I do not understand how he still works at this location.

The rest of the staff has been great! Truly enjoyed my stay otherwise.",0.20833333333333331
DoubleTree Suites by Hilton Hotel Tucson Airport,Tucson,5.0,"We are Hilton Honors members and we stayed here on our drive through Tucson.  We had a wonderful experience at this hotel. After a long 6 hour drive with children we were ready for a comfortable room with our two toddlers. We were immediately greeted by reception who were nice and friendly, namely Sharae who was very polite and courteous.  Also in the lobby was a staff member named Roy who could  easily have ignored us instead he made a point to acknowledge us, he was friendly with us and to also our kids who were gawking over the beautiful Christmas decorations and the tree. We were given a goodie bag of water as well as a delicious cookie.  When we got to our room and walked in I was very pleased. Very clean room.  We were satisfied with our stop in Tucson.  Thank you Double Tree and thank you courteous staff.  It goes a long way to be treated well.",0.45333333333333337
Hilton Garden Inn New Orleans Convention Center,New Orleans,1.0,"the staff never looks up or acknowledges you - very rude and unhelpful.
the rooms are dingy and not cleaned well. They don't vacuum and restrooms are disgusting.
the valet is a joke - we had to drive around for 30 minutes to self park in the rain and still be charged 39.00 per day.
When I finally saw the valet guy - he told me he didn't want to get wet.
Pretty much every day was like this - so plan on being charged and not being helped.
the last day when we checked out - valet took 30 minutes to find our keys - came around double parked and I thought he would offer me a hand with my bags - think again - I travel a lot for business and this is the worst I have ever been treated - Horrible.
the restaurant staff was nice
terrible service - yuck",-0.2652564102564103
Crowne Plaza Tampa Westshore,Tampa,2.0,"Worst stay at a Crown Plaza. 
(It gets more than just 1 star bc the bed and pillows were pretty comfy and the room was pretty clean and modern.)
Rude housekeeping staff, banging on my door telling me to open the door if I want my room cleaned. I said to come back later and she said ok. My room was never serviced. Which isn't a big deal, I had plenty of towels, but the little trash cans were full. The worst part was hearing the housekeeping employee talking about me (not opening the door to her) to another employee down the hall when I went to get on the elevator to leave. I felt very uncomfortable hearing hotel staff complain about me openly for everyone on the floor to hear. 
The rooms do not have a fridge or microwave of any kind. The ceilings are pretty low for a ""Crown Plaza"". 
There was construction going on during my stay. No big deal, except they painted the inside of the elevators during the day, so when I came in that evening- there I am trying not to touch the inside of the elevator while also trying to fit in there with a family and all their luggage. 
There was very little parking near the front entrance. I parked in the back and was surprised the back doors near the meeting rooms were all unlocked at 11:30pm! No key entry- just unlocked doors! Not the safest area for this set up. 
Every Holiday Inn I have ever stayed at is nicer that this Crown Plaza. Most hotels require a key to enter any door that isn't the main lobby entrance. Every Holiday Inn I have stayed at had professional staff which didn't even knock on the door if they could hear you in your room during the housekeeping time. They especially didn't ask me to come open the door so that they could come in! And there is no ""do not disturb"" door hanger or I would have used it!
 I've stayed in the Crown Plaza hotels in Pensacola, Miami, and NYC Time square. This place is a dump compared to those locations! Save your money and stay at a Holiday Inn when in Tampa!
(On the IHG hotel list, a Crown Plaza is supposed to be a level up from a Holiday Inn, but this hotel is at least one level below any Holiday Inn I have stayed in. We are IHG rewards members, so I've stayed in about 30 IHG hotels over the last few years.)",0.018500712250712252
"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,1.0,"It is a shame there's no zero to give them. They do not even deserve a one. They are so rude. I came with my son for his 13th birthday they put me in a room with one bed. I went to the desk and they told me they were all sold out, but interesting enough the person next to me just walked up and was able to get to rooms.They don't enforce mask wearing in the hotel. I have seen many people with their mask down. There is nothing in the rooms no cops no towels no ropes no Coffee absolutely nothing. I try to run down to the front desk but it's busy for over two hours. When I went down they gave me one cup and one Keurig cup of coffee. They are not helpful at all they are not willing to help you they must be overworked. I will never step foot in this hotel again not worth the money not worth the aggravation. The valet takes your car and parks it on the street and charges you $60 they are rude as well dented my car. If this review wasn't enough to tell you to stay away I don't know what it is.",0.01813725490196076
Homewood Suites by Hilton New Orleans French Quarter,New Orleans,2.0,"As a Gold member, I stay in a ton of Hilton properties. 

The staff at this location are beyond rude and will refuse the most basic request.

Pool is the size of a large bathtub and about as clean. 

Bathroom door was broken and never fixed. 

The breakfast was very limited and not good. The ""happy hour"" was like a good trough of warm beer and they ran out of white wine.

Would not return .",0.15293040293040294
New Orleans Marriott,New Orleans,1.0,"Commenting only about valet !   One of the valet managers ( Evens) has the most disrespectful, nasty condescending attitude  I've ever experienced.  It amazes me how the rest of the staff I've encountered are awesome. And this gentleman's so unprofessional!",0.26
JW Marriott New Orleans,New Orleans,5.0,"This was my first trip to New Orleans and I called a few hotels prior to booking. The only reason I decided to stay at the JW was due to the manager named Malcolm. He was informative, friendly, and professional. When my group of four arrived we were greeted and received great initial service. Valet was courteous as well. We stayed for five days and ordered room service twice. Room service was quick depending on the day and time but overall they did a good job. Even when a mix up happened with our order they were quick to fix it. We also spoke to the Director of Loss Prevention, Jadé, and she was so patient and understanding with us. There were a few employees, in suits, who seemed hypervigilant, not in the best way, but they were ignored. I would encourage for all staff to take breaks if the Essence crowd gets overwhelming at the hotel. Again, only two men in suits of concern. There was also a young man who was very helpful at the front desk. I never caught his name but he assisted with late night requests and remained professional at all times. He made several trips using the elevator and I'm sure that can be frustrating but he never let it show. The only thing that disappointed me was being unable to meet Malcolm in person. It would have been incredible to put a name with a face. He knows his stuff...
Overall, I would stay here again.",0.14364613880742913
"El Conquistador Tucson, A Hilton Resort",Tucson,1.0,"Started our week with the idea we would have a nice relaxing pleasant week in Tucson. Was told upon check in that rooms were only being serviced every four days but they would put us on the 3rd day service. Keep in mind that each night we have to call to the front desk to ask for water, coffee... shampoo etc.. towels.. and also the robes that never were available upon arrival.. .. wait time is at least an hour which can be considerable when you've been out all day and get back to your room ready to shower and relax.. we are now on day 3 and trash is piling up.. no water, no coffee and no fresh towels because housekeeping never showed up.. We were told by the snarky front desk person that she would follow up and find out what happened so it doesn't happen again.. that's fine for the Hilton, but how does that help me? Now her tone starts to move more to the sassy side when she says since I don't like her solution then what do I suggest? Really? Who is in charge of customer service? How about move me to another room? How about a complimentary wine and appetizer at the bar while your staff fixes the problem? Maybe a $100 credit at the spa? Free round of Golf? How about comping the room? Clearly none of these ideas even entered her customer service sphere .... I've stayed in several hotels since COVID and this is by far the worst experience.  There's nothing worse than paying a premium price for a hotel stay..  having dirty towels on the floor.. trash bins full.. no shampoo ( because it's late and still a no show) and a rude front desk person who has no concept, concern or ability to rectify the situation...",0.046
Homewood Suites by Hilton New Orleans French Quarter,New Orleans,1.0,"Never have I experienced poor customer service.

I contacted the front desk (woman by the name of Ricknie answered) to inquire about receiving a credit card authorization form that I was suppose to receive from a manager (never received) to make payment on an upcoming trip.

Her response was a pause then ""ummm, I'll send one to you"". I questioned whether I would get it now because I wanted to make a payment - she stated yes. TWO HOURS LATER NO FORM.

I contacted Ricknie again. I advised her that I didn't receive it. She huffed and said ""well i was on break but I will do it"". 2 HOURS FOR BREAK???? I said okay.

30 minutes later, no form. I called again and she answered and asked to speak to a manager - she huffed, didn't say anything, then put me into someone's voicemail. VERY RUDE. Customer service 101 - announce your plans to the customer. Obviously I didn't want to speak to a voicemail so I called back again. NOW REMEMBER, I WANT TO MAKE A PAYMENT - SHOULDN'T I GET BETTER CUSTOMER SERVICE THAN THIS???? This time, it took 8 minutes for someone to pick up the phone. This time I got Shane. Pleasant voice. I asked him could he send me the form and he stated he would take my information. He left me on hold for 7 minutes. Ricknie then comes on the line - no hello or anything - LOOK MA'AM, I SENT IT TO YOU. I asked her ""what do i need to do to get this form, i checked my spam and general email and have nothing, can you at least fax me the form?"" She says ""look, you gotta talk to someone else"" then connects me to a voicemail in accounting. ANOTHER VOICEMAIL. I call back and guess what...they pick up the line, no one says anything and hangs up on me. I did this 3 times, same results. I never deserved this kind of treatment for trying to make a payment.

I immediately called corporate and talked to Tanya (very professional) who helped me within 5 minutes. She advised that the systems must be down, but if I can wait a few days she will have it mailed and also contact the hotel and find out contact information who I can send payment too. WHY COULDN'T RICKNIE STATE THIS????

For her to act like this makes me think the Manager of this hotel doesn't care how her staff behaves. I've seen other bad reviews about the front desk and I see nothing has changed.

Very rude staff. I'm waiting on a General Manager to contact me (still waiting after 3 days) about this - this is unacceptable and I don't want another customer to have this experience.

The staff needs to be trained properly on how to talk to customers professionally in any situation. You never know who could be on the other end of the phone line trying to book services with your hotel. I travel frequently on business to NOLA and wanted to try this establishment and possibly book blocks of rooms for upcoming events in my profession. I will look elsewhere.",0.02681992337164751
Residence Inn by Marriott,Indianapolis,1.0,"Extremely rude, racist and unprofessional! What a horrible experience with their manager. We have been Marriott rewards members for years and have NEVER expedited anything like this!!! What a disappointment!!!",-0.7916666666666666
Embassy Suites by Hilton New Orleans,New Orleans,1.0,"I have been blessed to travel the world. Eastern Siberia to South America and many places in between.

The manager of this Embassy Suites just treated me as if as a guest I had to bow down to him; as his entire staff was awesome.

Manager Keith found it fitting to go and beat on my door as he felt offended he claimed by how I treated the hotel staff.

He made his true colors be shown in front of 3 employees, Keith a parking attendant, another unknown attendant and the front desk clerk; all of which I had had conversations with. I am a triple
Chaplain and had a prison Ministry and share the love of Jesus Christ to all.

I can get into details if anyone of the other managers wanna call me.  He mandated I get downstairs immediately after beating on my door like a simple minded fool.

I go downstairs and express my grounded argument and he says he doesn't care and I am still welcomed to leave.

I was down there to pay for another night; yet his loss of self control said I could leave.  I am; as I have never struggled to have others take my pay for their services.

The entire staff was awesome; but deceiving advertising. Parking area provided means $44 a night for parking. They only offer valet parking, no self parking in their lot.  Didn't bother me much!

Was initially put in a room that had not been cleaned; 803, where I found trash and a undershirt smeared with feces right on top of the unmade bed.  This after a 15 hour drive. 20 mins later I get another room.  Didn't even complain. Regret not getting a picture but managers can check with the staff.

You should be ashamed Manager Kevin. Basic principles of business totally ignored; huff and puff yourself right out of a job Kevin.  Consider yourself lucky.

Now when your staff sees you; they know the true you, but heck if you treat your guest like that I suppose you treat them worse.

Prayer for this young foolish young man.  Asking my company to never ever use this place or entire chain for any and all my travels.

I help the homeless and those selling their wares; but folks not guest freely walking into their huge entry area to even charge their phones.

I help any and everyone; but this conduct is totally unacceptable. Would you want your wife, mother or daughter staying where such is simply allowed or unaddressed.

If your wanna meet Kevin the manager, these folks have this unbridled youngster being a very poor representative of their hotel.

Own up to your words and conduct Kevin. I have the best witness in the world.  Own it you fool!",0.20893976393976393
"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,2.0,"Would avoid this hotel. The level of service, cleanliness, and demeanor of the staff is not worth the price. If you want a nice stay at a good hotel look elsewhere. It's a dressed up Motel 6. Front desk never answers the phone, valet takes 30 mins to get your car, staff is rude, bad internet costs $20 a day, everything is a'la carte and way overpriced. It's just not a good hotel. Stay somewhere else.",-0.033333333333333326
Embassy Suites by Hilton New Orleans,New Orleans,1.0,"DO NOT STAY AT THE HOTEL!  THE WORST HOTEL IN NEW ORLEANS!  AT LEAST THE HOURLY HOTELS CHANGE THE SHEETS!  STAY AT THE HILTON OR DOUBLETREE DOWN THE STREET!

Our room number at Embassy Suites New Orleans was 1306.  We were originally set to stay July 23 - July 31, 2019, sadly we checked out today since we can no longer tolerate the filth of the hotel and the horrific customer service.

As you can see in the pictures below, our room is filthy with damaged furniture (not that the furniture matched to begin with).  Our room was not cleaned for three days!  After finally insisting on speaking to a manager, Bryanika sent a housekeeper to our room.  The housekeeper made the bed, replaced the towels, and emptied two of the three trash cans.  We happened to be videoing a game of backgammon and accidentally recorded a random dirty Qtip on the floor next to the trash can.  The maid emptied the trash, returned the can, and walked on past.  She did not replace the sheets, soap, shampoo, glasses, or vacuum.  The attached pictures were taken after she ""cleaned"" our room.

I phone Bryanika again and invited her to visit us in our room.  I will say she was incredibly apologetic and quickly got a housekeeper to properly clean our room, but her excuse that she doesn't speak Spanish and can't instruct her employees doesn't bode well for the success of that department.

In addition to the filth of room 1306 and the continued lack of action from the front desk staff, we have had multiple poor experiences with the valet staff.  They are slow, lazy, and rude.  I have never seen a worse valet service in any Hilton property anywhere in the world.  

We are very well traveled and are brand loyal to Hilton - we are both Diamond and Gold HHonors members.  This hotel is horrible and we will be certain to share that information on Yelp, Trip Advisor, Facebook, Google, and to the clients of the group travel company, Classic Destinations that we own.",-0.12376211090496803
New Orleans Marriott,New Orleans,3.0,"MAJOR FRAUD ALERT!

Be careful giving them your credit card. We booked through a third party and checked out today. We come home and see a $764 charge made the day we checked in. We have NEVER used this card before.

We call the hotel and they have no idea what the charge is or ANY info on us there. They tell us to call third party. We called them and said we already paid everything and shouldn't have been charged anything. 

No we didn't trash the room or break anything. 

We are beyond frustrated at the moment.

Update: We finally called the Marriott hotline and spoke to the elite service department. They were able to call the hotel directly and find out what happened. Apparently the person that took our credit card originally was new and mistakenly charged taxes and incidentals without explaining. The taxes had already been paid so that was a complete mistake. Either way they took care of the issue and I appreciated that but I did not appreciate the runaround.

As far as the hotel itself everything else was pretty good. The location was perfect. It was walking distance from Bourbon Street, the Mississippi River, Jackson Square, and all the trolleys. Charlie at the concierge desk was very helpful in telling us where to go and how to catch the trolley. His direction it's saved us a lot of time. They do have a Starbucks at the ground floor which is very convenient and fairly priced. There is a few small bars in front which makes it great for a late night drink right across the street.

We had two different housekeepers and one was rude and one was super nice which kind of offset. The style of the hotel was modern the TV has Bluetooth access so you can connect your phone which was awesome. Every floor had a soda machine by the exit sign. The elevator system is genius! Remember to take the floor that you are in when you get to the doors and wait. This system helps avoid those huge lines at other hotels.

We will definitely be coming back!",0.1925982293169793
Holiday Inn Express Philadelphia-Midtown,Philadelphia,3.0,"I wasn't impressed.  The lobby is down kind of a winding twisted path from the front door.  I had to wait to check in because only one of the three people at the front desk wasn't too busy with a personal conversation.  The room was sad.  Not threadbare, just a sad shade of gold that will probably not change as it gets worn and dirty.  More practical than attractive.  The bathroom was really small in that way makes you wonder how much smaller people were fifty years ago.  Painted surfaces seemed like they had about 10 layers of paint, wallpaper was only ripped and peeling in a few places.  And there was no safe.

The good news:  A coffee maker in the room, free wi-fi, and no bedbugs.  The hotel was a few blocks from the convention center, which is a plus.  The neighborhood seemed safe and my room on the 9th floor facing Walnut St. was relatively quiet.  The walls are thin but I had quiet neighbors.  Even though I heard phone conversations, I didn't get woken up.  There are two convenience stores across the street (Citi is the good one) so you can easily stock up on whatever you need.  I was always bumping into staff in the elevator and except for one bellman, they were always friendly.

There was a free breakfast but I didn't try it.  Staff highs and lows: Gwen (I think) at the front desk at 10 AM on 5/19 took care of things quickly and efficiently.  She was the best.  The bellman who walked into the elevator in front of me on 5/19 at about 2 PM while I was trying to get out with my luggage (and then gave me a dirty look) was about the rudest guy I encountered.

The average on Yelp is 3.5 stars but the rating details show that the recent average is more like 2.5.  I think that was about right and I'm rounding it up to 3 because 2 stars seems a little harsh.  It was hardly my worst hotel experience, but I think next time I'm going to try a different hotel.",0.06391250944822373
New Orleans Marriott,New Orleans,2.0,Beautiful hotel but rooms Nasty!  Sami Bartels in management was rude & dismissive.  Poor customer service.  I will not stay again.,-0.21250000000000002
Hilton Garden Inn New Orleans Convention Center,New Orleans,1.0,"DO NOT STAY HERE. Large block of rooms reserved for a wedding. AC didn't work, sinks were clogged, blinds didn't work and one room was a smoking room from another guest. I placed maintenance calls for the AC they came the first night but problem persisted. Two more calls-never saw them. $20 to park in their garage but it's filled on the weekend. We had to park in the garage down the street. 
Mr. Glenn their manager should be reprimanded by Hilton for his customer service skills. Rude and denied a conversation we had. Staff was less than helpful. Honestly, how are these people employees of Hilton. Not your best Hilton!
Find another hotel and cross this one off of your list.
This was a nightmare experience.
Mr. John K - Business Manager, reach out to me personally. I do not want a ""sorry, we will do better response to my review. I apologize for your experience."" That's not sufficient!",0.16907596371882086
"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,1.0,"I'm only giving one star because at least the night staff during check in was nice. The hotel itself is lovely and the location is great. I stayed there Saturday into Sunday. Exhausted from work I went to bed.
Woke up a few hours later with a full blown allergy attack. I noticed the bed, blankets and pillow was
Made of down feathers. Which of course I'm extremely allergic to. By that point my eyes puffy and my skin covered in hives I went down to look for someone to speak to. Couldn't locate anyone. So I went back to my room. Removed my belongings from the bed and proceeded to use the shower as a steam room. When I checked out. Still visually having a full blown attack. The staff was extremely rude and uncaring. They said I should have requested a non down bedding? No where on the room listening or site did it mention there it was. The last time I experienced this was in Paris: and they fixed it right away. I have stayed at Hilton's all around the world. I have never been treated this way. I spent the rest of Sunday and most of Monday in the er with trouble breathing. I let Priceline know which then contacted the hotel. But they refused to refund anything. I normally don't post bad reviews. But people need to know about this place. They will steal your money through parking, then if you have any kind of issue they will treat you with complete disrespect. Like I said I travel for a living. And have never been treated with such callous disrespect in my life.",0.08082922824302136
New Orleans Marriott,New Orleans,1.0,This hotel is terrible. The lady at the front desk was rude and had a terrible attitude. My first room smelled like an ash tray and my second room wasn't much better. I wait 10 minutes for the shower to get warm and it stayed freezing.. don't stay here,-0.1357142857142857
AC Hotel by Marriott New Orleans French Quarter,New Orleans,4.0,"For the price, location and facilities, AC Marriott can not be beat! Lobby, rooms, bathrooms are modern, clean, comfortable and upscale. Beds were extremely comfortable! Loved the modern feel throughout the hotel.

The location is perfect for tourists. Within a block or two of all the French Quater happenings. 

Our one dissatisfaction was the manager, terrible customer service, rude, condescending, snobby. Every interaction I witnessed her have with guests was not positive. I try to give people the benefit of the doubt but I've worked in HR for 20 years and can not understand how she keeps her job. Honestly no other words can describe her attitude besides the ones above. All the other employees we came in contact with more than made up for the manager. Front desk, Valet, Maintenance, Housekeeping all were exceptional!",0.20149147727272732
Hilton Garden Inn Tampa Ybor Historic District,Tampa,1.0,"Very dirty hotel, first room we stayed in had cigarette ash and smoke smell covering the room to the point where we had to switch rooms, then the next room they moved us to had bed bugs. I recommend finding a different place to stay. Managers were very rude when I informed them about the bed bugs we visually saw, responding ""well did you take a picture"".....",-0.15333333333333335
"El Conquistador Tucson, A Hilton Resort",Tucson,1.0,"Dirty, rude staff, poorly run Hilton. I had such high expectations because it was a family vacation. Two of my family members got food poisoning from lunch. I was fully charged for breakfast and it was a terrible one. I wasn't given any discount for being a Diamond when I paid for breakfast, they did not award the $24 a day. Drinks at the pool tasted like water, overall a bad experience going back to the Omni next year.",-0.2839999999999999
New Orleans Marriott,New Orleans,2.0,"Rev for Marriott Guest Dining at the On-Site Restaurant ""409 Great Room"", located on first floor. 

(Length warning! :))

I'm not a bartender. I dont frequent bars. Just a quiet guest at the hotel (Marr*i*t on Canal) that houses this restaurant/bar. 

Friday around 4pm, Nov. 11, 2021.

 Called for room service. No answer. Came down from my room to place a to go order. The bar was full. Didn't need a table, so I waited a little bit behind a man seated at the bar, to not disturb those eating. 

They were busy. The bartender saw, but didn't acknowledge me. Maybe a few minutes later another one came out & did. 

I asked, 
""May I place an order to pick up?"" 

""Yeah, you can, if you get out of the serving area.""

Damn.

I dont know the ""serving area"" from the table &  certainly wasn't about to jump between the people eating at the bar, when the first bartender saw me standing there several minutes ago.  

""Is the bowl of gumbo  this size?"" (motioning toward a man nearby w a bowl of food)

Snaps, ""That's red beans and rice.""

""Yes Sir. Is that the size of the bowl?""

The snap, snort to my calm, added that I wasn't feeling too well...I should have just walked away.

I too work in customer service/hospitality & its just unnecessary to be this abrasive or unwelcoming to any patron, esp when we sense the patron isn't familiar w the environment, & isn't being abrasive or aggressive....
Customer Service 101.

For my unknowing where to stand, to jump and yell between seated patrons for attention from the other bartender who ignored my clear presence, I was 'talked to' as an ""in the way"" incompetent. 

If the food edible, it would've been worth it. It was heated/hot so that was good. But the taste was, well, Canal Street/tourist  style ""gumbo"" - too salty (even if you're a person who prefers salt) to eat & more rice soup (about 4:1) than traditional NOLA gumbo. 

The crabcakes were better than the rice soup, aka, gumbo. They were not firm, but almost liquid texture. The crab was good, just (also) heavily salted (ankles gonna burst tomorrow salty) & lacked crabcake form; Served w a slaw like side of vinaigrette vegetables that was good, and a mayo/spicy based sauce on top, also good. 

Either way, to have been treated better, spoken to less hostily, would have been appreciated. 

$35 (w tax)...discounted for airline, $22(w tax). I tipped bc well, thats what were supposed to do, but if my presence isn't appreciated my money shouldn't be either. 

Lesson: Be kind. Esp in these tough times. Esp to guests who arent aggressive or rude, & are simply patronizing your establishment - whose employer/company is a huge multimillion dollar account for yours, & that person a member of the hotel selecting board.",0.16971844293272864
"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,1.0,"I stayed at the Logan from June 11-15 2021 and was extremely dissatisfied. The service is poor and even though we stayed for 4 nights they refused to service our room (changing bed sheets and towels) citing covid restrictions. We were not informed of this policy when restrictions were already lifted all over Philadelphia. The managers were rude and unprofessional and the staff unfriendly 
Would not stay again and do not recommend",-0.27499999999999997
"El Conquistador Tucson, A Hilton Resort",Tucson,1.0,"NEVER, EVER, EVER again will I book a room at the El Con! It is a ""con"" job...that's for sure!! My girlfriend and I, both disabled, had the most stressful spa getaway weekend of our lives! I am fighting numerous health issues including seven autoimmune disorders and extremely brittle diabetes as a necrotizing pancreatitis survivor. It is difficult for me to travel because of my many health issues and constant concern with how I will receive meals. I was delighted to be able to make these plans after 2 years involving lengthy hospital stays (to celebrate just being alive) but was in tears by the end of my weekend....

NOTE: DO NOT MISS THE SPA. Lydia is phenomenal. But save yourself the headache, book through Groupon, and stay at a Motel 6 if you want better hotel mgmt and service. The grounds are gorgeous but this is Tucson... that's par for the course for these resorts! I can look at mountains and beautiful grounds at home.

1). I booked TWO Spa packages for 2 nights which included charcuterie boards and souvenir size champagne (though neither of us drink). They gave us one board and 1 bottle of champagne. We had to ask for crackers because they forgot (even though a cheeseball was included). When I inquired about the 2nd board on Saturday, they had a hostess call to tell us they would not be sending it and made a reference to the idea we were trying to overindulge in the alcohol. No, we were more interested in the charcuterie board before our spa appt because we were starving.

2. This is not an ADA or handicapped friendly environment. There is A LOT of walking to get to rooms, the lobby, spa, etc. I was told my requests to be placed near an elevator and other accommodations would only be honored if we booked an accessible room. When I contacted Hilton Cus Svr, the front desk lied to Hilton and said they couldn't switch rooms because they were totally booked. There was ONE wedding booked on Saturday and it was completely dead on Sunday.

3) There is ONE restaurant open on the premises and it only serves rooms on Friday and Saturday between 5-9PM. Everything else had to be picked up and we would have had to drive all around 3 buildings to get to the restaurant near the lobby (I have mobility issues due to chronic lung conditions that cause extreme fatigue.) They didn't care.

4) A breakfast was to be included but no one cared to inform us of where it would be held. When I contacted the Front Desk (Augustine), I was told I could find a copy of the breakfast menu on the website.. No... only broken links there. He argued with me and finally someone came up and threw a menu on the floor. Hilton Cus Svc asked if I asked about this. No, I did not because in all of my years of traveling (US and Int'l), especially for spa getaways and secret shoppings, I have NEVER had to ask for amenities that were supposed to be included in the overall package. My bad.

5) The dinner meal offerings were meager and of a bar/grill nature...many of which I cannot consume. We tried Door Dashing it...

6) Door Dasher was not allowed to deliver food to the room...so I had to retrieve my Sat breakfast delivery from the lobby. Even though I drove, it was stone cold.... cold eggs.... great.

7) I was advised by the front desk and Hilton CS to make my own delivery arrangements closer to the room. Ok... I did....I told him I would meet him outside our gate.

8) The Door Dasher was stopped driving in the parking lot and told to leave it at the front desk. No one informed me. By the time I got to the lobby, $90 meal...stone cold. 

9) Do you know what it is like to have low blood sugar? On vacation? Because you cannot get a secure meal plan????

10) The rooms were musty; some areas could benefit from more attention. There was hair on the bathroom floor. No vent in the bathroom. The toilet seat broke from regular use (cheap, cheap plastic...my hubby is a plumbing professional... I know cheap when I see it.) Cheap, cheap bathroom amenities (you'd think they would have provided spa product samples. Who does the marketing?)

11) I called Hilton Cus Svc 4 times during my stay. I was given a case number on my last contact and told I would hear from someone in 3 days (even the email said so). Day 4, I called and was told I had to wait 3-5 days. I called on day 7 and was finally offered some options to make up for the poor service... but I refuse to take chances on a $1000 hotel booking ever again. Hilton is usually an exceptionally well run organization but this place is dragging their name through the mud!!

12) The wifi is HORRIBLE!! Not for business purposes!!

13) Don't take my word for it, read MANY of the other reviews which, I see, mgmt didn't care to respond to.  I sure should have.

Bottom line... I understand pandemic difficulties but nasty and disrespectful attitudes by staff have nothing to do with that. If you charge pre-pandemic prices and resort fees, you should provide pre-pandemic service.",0.10868055555555554
